epoch,iou_score,loss,val_iou_score,val_loss
0,0.4238245487213135,0.2645241320133209,0.37386611104011536,0.3483773171901703
1,0.5328009724617004,0.07866957783699036,0.4025070071220398,0.3037460744380951
2,0.575092613697052,0.0016573765315115452,0.4473922848701477,0.23552222549915314
3,0.5987859964370728,-0.038001734763383865,0.5016492009162903,0.15086744725704193
4,0.6229143142700195,-0.07467261701822281,0.5687932968139648,0.04540173336863518
5,0.6715725064277649,-0.14825811982154846,0.6665469408035278,-0.09035147726535797
6,1.059249997138977,-0.7946892976760864,0.7106622457504272,-0.1462208479642868
7,1.6582140922546387,-1.8151793479919434,0.8434377312660217,-0.39729729294776917
8,1.9934453964233398,-2.3414573669433594,1.1226439476013184,-0.9130448698997498
9,2.6462600231170654,-3.3376474380493164,1.0467432737350464,-0.7876743674278259
10,3.4058890342712402,-4.403038501739502,1.1887648105621338,-1.0438268184661865
11,4.050987243652344,-5.25222110748291,1.6646000146865845,-1.8242803812026978
12,4.608302116394043,-5.920845985412598,2.2671329975128174,-2.7626419067382812
13,4.925363540649414,-6.303675174713135,2.275974988937378,-2.8018147945404053
14,5.0888166427612305,-6.472336769104004,4.0187458992004395,-5.173622131347656
15,5.316417694091797,-6.7329020500183105,4.74518346786499,-6.054792404174805
16,5.502556800842285,-6.931342601776123,4.536093711853027,-5.814013481140137
17,5.620447158813477,-7.072307109832764,2.90740704536438,-3.715925455093384
18,5.89515495300293,-7.376071453094482,2.7608165740966797,-3.524738311767578
19,6.28838586807251,-7.776281356811523,3.3660547733306885,-4.336570739746094
0,0.29981881380081177,0.6436747908592224,0.2500017583370209,0.7478753924369812
1,0.2500498592853546,0.7478463053703308,0.2500017583370209,0.7478753924369812
2,0.2500465214252472,0.747846245765686,0.2500017583370209,0.7478753924369812
3,0.2500433921813965,0.747846245765686,0.2500017583370209,0.7478753924369812
4,0.25004276633262634,0.7478465437889099,0.2500017583370209,0.7478753924369812
0,0.3726053833961487,0.3441019654273987,0.37389814853668213,0.34642961621284485
1,0.3741777241230011,0.3418552875518799,0.3741845190525055,0.3460765779018402
2,0.3753873109817505,0.3393300771713257,0.37470901012420654,0.34543365240097046
3,0.3769952654838562,0.33668071031570435,0.3755279779434204,0.34433671832084656
4,0.37933701276779175,0.3334793746471405,0.37685611844062805,0.3423464894294739
5,0.3818823993206024,0.32946261763572693,0.3789483904838562,0.3389793038368225
6,0.3850027322769165,0.32425403594970703,0.3822171688079834,0.3334837555885315
7,0.3893128037452698,0.31750768423080444,0.3873547911643982,0.3246799409389496
8,0.39486294984817505,0.30819782614707947,0.39486902952194214,0.31180715560913086
9,0.4032759368419647,0.2948230803012848,0.4054206311702728,0.29394665360450745
10,0.415851354598999,0.2748931050300598,0.42070916295051575,0.2683521807193756
11,0.4352024793624878,0.24395211040973663,0.444229394197464,0.2292431741952896
12,0.46495330333709717,0.19518053531646729,0.4794972836971283,0.17069704830646515
13,0.5066819190979004,0.1262756735086441,0.5207557082176208,0.10206038504838943
14,0.5511856079101562,0.054038118571043015,0.5557827353477478,0.04439530149102211
15,0.5901454091072083,-0.009092535823583603,0.5857416987419128,-0.003349657403305173
16,0.6317970752716064,-0.07483450323343277,0.6198453307151794,-0.05653921142220497
17,0.684578001499176,-0.15881307423114777,0.662256121635437,-0.12381680309772491
18,0.7442379593849182,-0.2561895549297333,0.7137765288352966,-0.2079259604215622
19,0.8097394704818726,-0.3665372133255005,0.777760922908783,-0.3143042027950287
20,0.8875259757041931,-0.4980674088001251,0.8689622282981873,-0.4683867394924164
21,0.9961642622947693,-0.6875461935997009,0.9125311970710754,-0.5418644547462463
22,1.1177356243133545,-0.8992727994918823,0.9135994911193848,-0.5421203970909119
23,1.2204022407531738,-1.075021505355835,0.9105967283248901,-0.5346938967704773
24,1.3180427551269531,-1.2439676523208618,0.9130264520645142,-0.5394169688224792
25,1.4109747409820557,-1.404812216758728,0.9081385731697083,-0.5292412638664246
26,1.5114758014678955,-1.5633163452148438,0.8942595720291138,-0.5019136667251587
0,0.3569386303424835,0.6428431272506714,0.376205176115036,0.6241818070411682
0,0.3695469796657562,0.6304560303688049,0.37088531255722046,0.6300073862075806
1,0.37069031596183777,0.6294491291046143,0.37101271748542786,0.6298797130584717
2,0.3716690242290497,0.6284035444259644,0.37127599120140076,0.6296156048774719
3,0.3731491267681122,0.6273175477981567,0.3717104196548462,0.6291804909706116
4,0.3737765848636627,0.6262108683586121,0.3724605441093445,0.6284285187721252
5,0.37488192319869995,0.6249807476997375,0.3736725449562073,0.627212643623352
6,0.3760298192501068,0.6236269474029541,0.3755025565624237,0.6253767609596252
7,0.37770116329193115,0.6221441626548767,0.3778555691242218,0.6230169534683228
8,0.379267156124115,0.6205081939697266,0.3805776536464691,0.6202881336212158
9,0.381326824426651,0.6185777187347412,0.3834635019302368,0.6173962354660034
10,0.383474737405777,0.6162626147270203,0.38645225763320923,0.6144030690193176
11,0.3862192928791046,0.6135823130607605,0.3896784484386444,0.6111730933189392
12,0.38918671011924744,0.6103839874267578,0.3933241665363312,0.6075234413146973
